	SRR7685881_control_Rep2	SRR7685880_control_Rep1	SRR7685879_treated_Rep2	SRR7685878_treated_Rep1
Gm4610	0	0	0	0
Gm46120	0	0	0	0
Gm46138	0	0	0	0
Gm46142	0	0	0	0
Gm46146	0	0	0	0
Gm46188	0	0	0	0
Gm46190	0	0	0	0
Gm46194	0	0	0	0
Gm46197	0	0	0	0
Gm46203	0	0	0	0
Gm46209	0	0	0	0
Gm46234	0	0	0	0
Gm46317	0	0	0	0
Gm4632	0	0	0	0
Gm46328	0	0	0	0
Gm46329	0	0	0	0
Gm46344	0	0	0	0
Gm46355	0	0	0	0
Gm46369	0	0	0	0
Gm46387	0	0	0	0
Gm46388	0	0	0	0
Gm46389	0	0	0	0
Gm46392	31.18	0	0	0
Gm46396	0	0	0	0
Gm46415	0	0	0	0
Gm46424	0	0	0	0
Gm46430	0	0	0	72.37
Gm46432	0	0	0	0
Gm4644	0	0	0	0
Gm46443	0	0	0	0
Gm46476	0	0	0	0
Gm46477	0	0	0	0
Gm46495	0	0	0	0
Gm46499	0	0	0	0
Gm46506	0	0	0	0
Gm4651	0	0	0	0
Gm46522	0	0	0	0
Gm46524	0	0	0	0
Gm46525	0	0	0	0
Gm4654	0	0	0	0
Gm46541	0	0	0	0
Gm46544	0	0	0	0
Gm46545	0	0	0	0
Gm46546	0	0	0	0
Gm46573	0	0	0	0
Gm46574	0	0	0	0
Gm46575	0	0	0	0
Gm46597	0	0	0	0
Gm46615	0	0	0	0
Gm46618	0	0	0	0
Gm46637	0	0	0	0
Gm46644	0	0	0	0
Gm46649	0	0	0	0
Gm4668	0	0	0	0
Gm46851	0	0	0	0
Gm4691	0	0	0	0
Gm46961	0	0	0	0
Gm46995	0	0	0	0
Gm46998	0	0	0	0
Gm4701	0	0	0	0
Gm47038	0	0	0	0
Gm4705	0	0	0	0
Gm47052	0	0	0	0
Gm4707	0	0	0	0
Gm47095	0	0	0	0
Gm4710	0	0	0	0
Gm47112	0	0	0	0
Gm47125	0	0	0	0
Gm47189	0	0	0	0
Gm4719	0	0	0	0
Gm47209	0	0	0	0
Gm4724	0	0	0	0
Gm4725	0	0	0	0
Gm47256	0	0	0	0
Gm4726	0	0	0	0
Gm47290	0	0	0	0
Gm47324	0	0	0	0
Gm47333	0	0	0	0
Gm47335	0	0	0	0
Gm4736	0	0	0	0
Gm47403	0	0	0	0
Gm47415	0	0	0	0
Gm4742	0	0	0	0
Gm4744	0	0	0	0
Gm4746	0	0	0	0
Gm47475	0	0	0	0
Gm47481	0	0	0	0
Gm4750	0	0	0	0
Gm4751	0	0	0	0
Gm4753	0	0	0	0
Gm4754	0	0	0	0
Gm47555	0	0	0	0
Gm4760	0	0	0	0
Gm4761	0	0	0	0
Gm4767	0	0	0	0
Gm47708	0	0	0	0
Gm4772	0	0	0	0
Gm4773	0	0	0	0
Gm4774	0	0	0	0
Gm47742	0	0	0	0
Gm4775	0	0	0	0
Gm47754	0	0	0	0
Gm4779	0	0	0	0
Gm47792	0	0	0	0
Gm4780	0	0	0	0
Gm47800	0	0	0	0
Gm4781	0	0	0	0
Gm4782	0	0	0	0
Gm4785	0	0	0	0
Gm4787	0	0	0	0
Gm4792	0	0	0	0
Gm47944	0	0	0	0
Gm4795	0	0	0	0
Gm4796	0	0	0	0
Gm4797	0	0	0	0
Gm47978	0	0	0	0
Gm47985	0	0	0	0
Gm4799	0	0	0	0
Gm47995	0	0	0	0
Gm47996	0	0	0	0
Gm4800	0	0	0	0
Gm4802	0	0	0	0
Gm48026	0	0	0	0
Gm4803	0	0	0	0
Gm4804	0	0	0	0
Gm48049	0	0	0	0
Gm48057	0	0	0	0
Gm4806	0	0	0	0
Gm4810	0	0	0	0
Gm4811	0	0	0	0
Gm4813	0	0	0	0
Gm4814	0	0	0	0
Gm4815	0	0	0	0
Gm48160	0	0	0	0
Gm48176	0	0	0	0
Gm4819	0	0	0	0
Gm48201	0	0	0	0
Gm48212	0	0	0	0
Gm4823	0	0	0	0
Gm4825	0	0	0	0
Gm48277	0	0	0	0
Gm4829	0	0	0	0
Gm4832	0	0	0	0
Gm4833	0	0	0	0
Gm4834	0	0	0	0
Gm4836	0	0	0	0
Gm4837	0	0	0	0
Gm4839	0	0	0	0
Gm4840	0	0	0	0
Gm4841	0	0	0	0
Gm48432	0	0	0	0
Gm4846	0	0	0	0
Gm4847	0	0	0	0
Gm4849	0	0	0	0
Gm4853	0	0	0	0
Gm4854	0	0	0	0
Gm4855	0	0	0	0
Gm48551	0	0	0	0
Gm48552	0	0	0	0
Gm4859	0	0	0	0
Gm48606	0	0	0	0
Gm4861	0	0	0	0
Gm4863	0	0	0	0
Gm4865	0	0	0	0
Gm48658	0	0	0	0
Gm4866	0	0	0	0
Gm4870	0	0	0	0
Gm4871	0	0	0	0
Gm48716	0	0	0	0
Gm4872	0	0	0	0
Gm48727	0	0	0	0
Gm4874	0	0	0	0
Gm4876	0	0	0	0
Gm4877	0	0	0	0
Gm4879	0	0	0	0
Gm4884	0	0	0	0
Gm48849	0	0	0	0
Gm4889	0	0	0	0
Gm48906	0	0	0	0
Gm48909	0	0	0	0
Gm4891	0	0	0	0
Gm48923	0	0	0	0
Gm48929	0	0	0	0
Gm4894	0	0	0	0
Gm4900	0	0	0	0
Gm4904	0	0	0	0
Gm49060	0	0	0	0
Gm4908	0	0	0	0
Gm49095	0	0	0	0
Gm4911	0	0	0	0
Gm4912	0	0	0	0
Gm4913	0	0	0	0
Gm4915	0	0	0	0
Gm4917	0	0	0	0
Gm49174	0	0	0	0
Gm4918	0	0	0	0
Gm49186	0	0	0	0
Gm49219	0	0	0	0
Gm4922	0	0	0	0
Gm49221	0	0	0	0
Gm49229	0	0	0	0
Gm4924	0	0	39.16	0
Gm4925	0	0	0	0
Gm49252	0	0	0	0
Gm4929	0	0	0	0
Gm4930	0	0	0	0
Gm4935	0	0	0	0
Gm4936	0	0	0	0
Gm49362	0	0	0	0
Gm4939	0	0	0	0
Gm4940	0	0	0	0
Gm49415	0	0	0	0
Gm4946	0	0	0	0
Gm4948	0	0	0	0
Gm4949	0	0	0	0
Gm4950	0	0	0	0
Gm49514	0	0	0	0
Gm4952	0	0	0	0
Gm4953	0	0	0	0
Gm49537	0	0	0	0
Gm4954	0	0	0	0
Gm4956	0	0	0	0
Gm49580	0	0	0	0
Gm4959	0	0	0	0
Gm4960	0	0	0	0
Gm4961	0	0	0	0
Gm4962	0	0	0	0
Gm4963	0	0	0	0
Gm49641	0	0	0	0
Gm4968	0	0	0	0
Gm4971	0	0	0	0
Gm49723	0	0	0	0
Gm4973	0	0	0	0
Gm4974	0	0	0	0
Gm49777	0	0	0	0
Gm4978	0	0	0	0
Gm4982	0	0	0	0
Gm4986	0	0	0	0
Gm49862	0	0	0	0
Gm49865	0	0	0	0
Gm49866	0	0	0	0
Gm4987	0	0	0	0
Gm4988	0	0	0	0
Gm4989	0	0	0	0
Gm4991	0	0	0	0
Gm4994	0	0	0	0
Gm49940	0	0	0	0
Gm4995	0	0	0	0
Gm4997	0	0	0	0
Gm5001	0	0	0	0
Gm50045	0	0	0	0
Gm50060	0	0	0	0
Gm50113	0	0	0	0
Gm50212	0	0	0	0
Gm50233	0	0	0	0
Gm50265	0	0	0	0
Gm50266	0	0	0	0
Gm50270	0	0	0	0
Gm5034	0	0	0	0
Gm50340	0	0	0	0
Gm5035	0	0	0	0
Gm5040	0	0	0	0
Gm5043	0	0	0	0
Gm50432	0	0	0	0
Gm50440	0	0	0	0
Gm50451	0	0	0	0
Gm50457	0	0	0	0
Gm5047	0	0	0	0
Gm50470	0	0	0	0
Gm50471	0	0	0	0
Gm50477	0	0	0	0
Gm5049	0	0	0	0
Gm5050	0	0	0	0
Gm5051	0	0	0	0
Gm5053	0	0	0	0
Gm5055	0	0	0	0
Gm5058	0	0	0	0
Gm5064	0	0	0	0
Gm5070	0	0	0	0
Gm5071	0	0	0	0
Gm5082	0	0	0	0
Gm5083	0	0	0	0
Gm5084	0	0	0	0
Gm5087	0	0	0	0
Gm5088	0	0	0	0
Gm5091	0	0	0	0
Gm5092	0	0	0	0
Gm5093	0	0	0	0
Gm5094	0	0	0	0
Gm5095	0	0	0	0
Gm5099	0	0	0	0
Gm5103	0	0	0	0
Gm5105	0	0	0	0
Gm5106	0	0	0	0
Gm5110	0	0	0	0
Gm5111	0	0	0	0
Gm5112	0	0	0	0
Gm5113	0	0	0	0
Gm5114	0	0	0	0
Gm5116	0	0	0	0
Gm5117	0	0	0	0
Gm5119	0	0	0	0
Gm5120	0	0	0	0
Gm5121	0	0	0	0
Gm5122	0	0	0	0
Gm5124	0	0	0	0
Gm5127	0	0	0	0
Gm5129	0	0	0	0
Gm5130	0	0	0	0
Gm5131	0	0	0	0
Gm5133	0	0	0	0
Gm5134	0	0	0	0
Gm5135	0	0	0	0
Gm5138	0	0	0	0
Gm5141	0	0	0	0
Gm5142	0	0	0	0
Gm51425	0	0	0	0
Gm5144	0	0	0	0
Gm5147	0	0	0	0
Gm5148	0	0	0	0
Gm5150	0	0	0	0
Gm5154	0	0	0	0
Gm5157	0	0	0	0
Gm5159	0	0	0	0
Gm5161	0	0	0	0
Gm5165	0	0	0	0
Gm5168	0	0	0	0
Gm5169	0	0	0	0
Gm5174	0	0	0	0
Gm5175	0	0	0	0
Gm5176	0	0	0	0
Gm5177	0	0	0	0
Gm51802	0	0	0	0
Gm5181	0	0	0	0
Gm5184	0	0	0	0
Gm5195	0	0	0	0
Gm5200	0	0	0	0
Gm5204	0	0	0	0
Gm5205	0	0	0	0
Gm5207	0	0	0	0
Gm5209	0	0	0	0
Gm5210	0	0	0	0
Gm5212	0	0	0	0
Gm5214	0	0	0	0
Gm5215	0	0	0	0
Gm5217	0	0	0	0
Gm5221	0	0	0	0
Gm5229	0	0	0	0
Gm5232	0	0	0	0
Gm5234	0	0	0	0
Gm5238	0	0	0	0
Gm5240	0	0	0	0
Gm5241	0	0	0	0
Gm5242	0	0	0	0
Gm5246	0	0	0	0
Gm525	0	0	0	0
Gm5252	0	0	0	0
Gm5253	0	0	0	0
Gm5255	0	0	0	0
Gm5257	0	0	0	0
Gm5259	0	0	0	0
Gm5261	0	0	0	0
Gm5262	0	0	0	0
Gm5264	0	0	0	0
Gm5266	0	0	0	0
Gm5268	0	0	0	0
Gm527	0	0	0	0
Gm5270	0	0	0	0
Gm5272	0	0	0	0
Gm5274	0	0	0	0
Gm5277	0	0	0	0
Gm5279	0	0	0	0
Gm52805	0	0	0	0
Gm5281	0	0	0	0
Gm5285	0	0	0	0
Gm5287	0	0	0	0
Gm5288	0	0	0	0
Gm5292	0	0	0	0
Gm5297	0	0	0	0
Gm5300	0	0	0	0
Gm5301	0	0	0	0
Gm5302	0	0	0	0
Gm5303	0	0	0	0
Gm5305	0	0	0	0
Gm53056	0	0	0	0
Gm53057	0	0	0	0
Gm53058	0	0	0	0
Gm5306	0	0	0	0
Gm53065	0	0	0	0
Gm5308	0	0	0	0
Gm5311	0	0	0	0
Gm5312	0	0	0	0
Gm5313	137.58	0	0	0
Gm5315	0	0	0	0
Gm5316	0	0	0	0
Gm5317	0	0	0	0
Gm5318	0	0	0	0
Gm5320	0	0	0	0
Gm53207	0	0	0	0
Gm5321	0	0	0	0
Gm5322	0	0	0	0
Gm5327	0	0	0	0
Gm5329	0	0	0	0
Gm5331	0	0	0	0
Gm5335	0	0	0	0
Gm5338	0	0	0	0
Gm5340	0	0	0	0
Gm5342	0	0	0	0
Gm5345	0	0	0	0
Gm5350	0	0	0	0
Gm5353	0	0	0	0
Gm5354	0	0	0	0
Gm5356	0	0	0	0
Gm5357	0	0	0	0
Gm536	0	0	0	0
Gm5362	0	0	0	0
Gm5366	0	0	0	0
Gm5368	0	0	0	0
Gm5370	0	0	0	0
Gm5371	0	0	0	0
Gm5372	0	0	0	0
Gm5374	0	0	0	0
Gm5380	0	0	0	0
Gm5383	0	0	0	0
Gm5384	0	0	0	0
Gm5385	0	0	0	0
Gm5388	0	0	0	0
Gm5390	0	0	0	0
Gm5394	0	0	0	0
Gm5395	0	0	0	0
Gm5396	0	0	0	0
Gm5400	0	0	0	0
Gm5402	0	0	0	0
Gm5406	0	0	0	0
Gm54077	0	0	0	0
Gm5408	0	0	0	0
Gm5409	0	0	0	0
Gm54112	0	0	0	0
Gm5414	0	0	0	0
Gm5420	0	0	0	0
Gm5421	0	0	0	0
Gm54215	0	0	0	0
Gm5422	0	0	0	0
Gm5424	0	0	0	0
Gm5425	0	0	0	0
Gm5430	0	0	0	0
Gm5431	0	0	0	0
Gm5435	0	0	0	0
Gm5436	0	0	0	0
Gm5441	0	0	0	0
Gm5442	0	0	0	0
Gm5445	0	0	0	0
Gm5451	0	0	0	0
Gm5456	0	0	0	0
Gm5458	0	0	0	0
Gm5460	0	0	0	0
Gm5464	0	0	0	0
Gm5469	0	0	0	0
Gm5472	0	0	0	0
Gm5475	0	0	0	0
Gm5478	0	0	0	0
Gm5485	0	0	0	0
Gm5487	0	0	0	0
Gm5491	0	0	0	0
Gm5492	0	0	0	0
Gm550	0	0	0	0
Gm5501	0	0	0	0
Gm5507	0	0	0	0
Gm5511	0	0	0	0
Gm5512	0	0	0	0
Gm5522	0	0	0	0
Gm5523	0	0	0	0
Gm5525	101.46	0	0	0
Gm5528	0	0	0	0
Gm5532	0	0	0	0
Gm5533	0	0	0	0
Gm5535	0	0	0	0
Gm5541	0	0	0	0
Gm5543	0	0	0	0
Gm5544	0	0	0	0
Gm5547	0	0	0	0
Gm5550	0	0	0	0
Gm5551	0	0	0	0
Gm5553	0	0	0	0
Gm5559	0	0	0	0
Gm5563	0	0	0	0
Gm5565	0	0	0	0
Gm5570	0	0	0	0
Gm5575	0	0	0	0
Gm5576	0	0	0	0
Gm5577	0	0	0	93.86
Gm5583	0	0	0	0
Gm5586	0	0	0	0
Gm5591	0	0	0	0
Gm5592	0	0	0	0
Gm5594	0	0	0	0
Gm5599	0	0	0	0
Gm5605	0	0	0	0
Gm5617	0	0	0	0
Gm5619	0	0	0	0
Gm5620	0	0	0	0
Gm5621	0	0	0	0
Gm5622	0	0	0	0
Gm5626	0	0	0	0
Gm5627	0	0	0	0
Gm5628	0	0	0	0
Gm5638	0	0	0	0
Gm5641	0	0	0	0
Gm5645	0	0	0	0
Gm5648	0	0	0	0
Gm5652	0	0	0	0
Gm5653	0	0	0	0
Gm5654	0	0	0	0
Gm5655	0	0	0	0
Gm56604	0	0	0	0
Gm5667	0	0	0	0
Gm567	0	0	0	0
Gm5670	0	0	0	0
Gm5671	0	0	0	0
Gm5675	0	0	0	0
Gm5676	0	0	0	0
Gm5679	0	0	0	0
Gm5681	0	0	0	0
Gm5684	0	0	0	0
Gm5687	0	0	0	0
Gm5688	0	0	0	0
Gm5690	0	0	0	0
Gm5691	0	0	0	0
Gm5692	0	0	0	0
Gm5694	0	0	0	0
Gm5696	0	0	0	0
Gm5700	0	0	0	0
Gm5702	0	0	0	0
Gm5703	0	0	0	0
Gm5706	0	0	0	0
Gm5708	0	0	0	0
Gm5709	0	0	0	0
Gm5710	0	0	0	0
Gm5714	0	0	0	0
Gm5717	0	0	0	0
Gm572	0	0	0	0
Gm5721	0	0	0	0
Gm5723	0	0	0	0
Gm5731	0	0	0	0
Gm5732	0	0	0	0
Gm5733	0	0	0	0
Gm5734	0	0	0	0
Gm5739	0	0	0	0
Gm5740	0	0	0	0
Gm5745	0	0	0	0
Gm5746	0	0	0	0
Gm57479	0	0	0	0
Gm5749	0	0	0	0
Gm5750	0	0	0	0
Gm57540	0	0	0	0
Gm57565	0	0	0	0
Gm5757	0	0	0	0
Gm5759	0	0	0	0
Gm5760	0	0	0	0
Gm5764	0	0	0	0
Gm5766	0	0	0	0
Gm57663	0	0	0	0
Gm5773	0	0	0	0
Gm5778	0	0	0	0
Gm5779	0	0	0	0
Gm5780	0	0	0	0
Gm5781	0	0	0	0
Gm57819	0	0	0	0
Gm57854	0	0	0	0
Gm57856	0	0	0	0
Gm57858	0	0	0	0
Gm5786	0	0	0	0
Gm5787	0	0	0	0
Gm5790	0	0	0	0
Gm5795	0	0	0	0
Gm5796	0	0	0	0
Gm5797	0	0	0	0
Gm5798	0	0	0	0
Gm5800	0	0	0	0
Gm5805	0	0	0	0
Gm5809	0	0	0	0
Gm5815	0	0	0	0
Gm5820	0	0	0	0
Gm5824	0	0	0	0
Gm5828	0	0	0	0
Gm5832	0	0	0	0
Gm5833	0	0	0	0
Gm5835	0	0	0	0
Gm5836	0	0	0	0
Gm5837	0	0	0	0
Gm5839	0	0	0	0
Gm5841	0	0	0	0
Gm5843	0	0	0	0
Gm5845	0	0	0	0
Gm5846	0	0	0	0
Gm5847	0	0	0	0
Gm5850	0	0	0	0
Gm5851	0	0	0	0
Gm5854	0	0	0	0
Gm5860	0	0	0	0
Gm5862	0	0	0	0
Gm5863	0	0	0	0
Gm5866	0	0	141.8	0
Gm5869	0	0	0	0
Gm5871	0	0	0	0
Gm5873	0	0	0	0
Gm5878	0	0	0	0
Gm5879	0	0	0	0
Gm5881	0	0	0	0
Gm5885	0	0	0	0
Gm5886	0	0	0	0
Gm5891	0	0	0	0
Gm5893	0	0	0	0
Gm5896	0	0	0	0
Gm5901	0	218.7	0	0
Gm5904	0	0	0	0
Gm5905	0	0	0	0
Gm5907	0	0	0	0
Gm5910	0	0	0	0
Gm5913	0	0	0	0
Gm5914	0	0	0	0
Gm5916	0	0	0	0
Gm5917	0	0	0	0
Gm5921	0	0	0	0
Gm5930	0	0	0	0
Gm5934	0	0	0	0
Gm5935	0	0	0	0
Gm5937	0	0	0	0
Gm5938	0	0	0	0
Gm5939	0	0	0	0
Gm5941	0	0	0	0
Gm5942	0	0	0	0
Gm5944	0	0	0	0
Gm5946	0	0	0	0
Gm5948	0	0	0	0
Gm5949	0	0	0	0
Gm5950	0	0	0	0
Gm5951	0	0	0	0
Gm5955	0	0	0	0
Gm5960	0	0	0	0
Gm5962	0	0	0	0
Gm5966	0	0	0	0
Gm5969	0	0	0	0
Gm5971	0	0	0	0
Gm5974	0	0	0	0
Gm5975	0	0	0	0
Gm5976	0	0	0	0
Gm5978	0	0	0	0
Gm5982	0	0	0	0
Gm5989	0	0	0	0
Gm5990	0	0	0	0
Gm5995	0	0	0	0
Gm5996	0	0	0	0
Gm6003	0	0	0	0
Gm6007	0	0	0	0
Gm6008	0	0	0	0
Gm6011	0	0	0	0
Gm6013	0	0	0	0
Gm6015	0	0	0	0
Gm6018	0	0	0	0
Gm6019	0	0	0	0
Gm6023	0	0	0	0
Gm6024	0	0	0	0
Gm6025	0	0	0	0
Gm6027	0	0	0	0
Gm6028	0	0	0	0
Gm6029	0	0	0	0
Gm6032	0	0	0	0
Gm6034	0	0	0	0
Gm6035	0	0	0	0
Gm6040	0	0	0	0
Gm6049	0	0	0	0
Gm6052	0	0	0	0
Gm6093	0	0	0	0
Gm6101	0	0	0	0
Gm6109	0	0	0	0
Gm6113	0	0	0	0
Gm6114	0	0	0	0
Gm6116	0	0	0	0
Gm6117	0	0	0	0
Gm6121	0	0	0	0
Gm6122	0	0	0	0
Gm6123	0	0	0	0
Gm6129	0	0	0	0
Gm6135	0	0	0	0
Gm6136	0	0	0	0
Gm6139	0	0	0	0
Gm614	0	0	0	0
Gm6140	0	0	0	0
Gm6141	0	0	0	0
Gm6145	0	0	0	0
Gm6149	0	0	0	0
Gm6150	0	0	0	0
Gm6153	0	0	0	0
Gm6157	0	0	0	0
Gm6159	0	0	0	0
Gm6161	0	0	0	0
Gm6162	0	0	0	0
Gm6171	0	0	0	0
Gm6173	0	0	0	0
Gm6174	0	0	0	0
Gm6176	0	0	0	0
Gm6177	0	0	0	0
Gm6184	0	0	0	0
Gm6185	0	0	0	0
Gm6189	0	0	0	0
Gm6190	0	0	0	0
Gm6192	0	182.56	0	395.52
Gm6195	0	0	0	0
Gm6198	0	0	0	0
Gm6200	0	0	0	0
Gm6203	0	0	0	0
Gm6204	0	0	0	0
Gm6206	0	0	0	0
Gm6207	0	0	0	0
Gm6210	0	0	0	0
Gm6211	0	0	0	0
Gm6213	0	0	0	0
Gm6214	0	0	0	0
Gm6215	0	0	0	0
Gm6218	0	0	0	0
Gm6221	0	0	0	0
Gm6222	0	0	0	0
Gm6225	0	0	0	0
Gm6226	0	0	0	0
Gm6227	0	0	0	0
Gm6228	0	0	0	0
Gm6230	0	0	0	0
Gm6236	0	0	0	0
Gm6238	0	0	0	0
Gm6240	0	0	0	0
Gm6244	0	0	0	0
Gm6249	0	0	0	0
Gm6252	0	0	0	0
Gm6254	0	0	0	0
Gm6257	0	0	0	0
Gm6260	0	0	0	0
Gm6261	0	0	0	0
Gm6266	0	0	0	0
Gm6272	0	0	0	0
Gm6276	0	0	0	0
Gm6278	0	0	0	0
Gm6284	0	27.97	0	0
Gm6285	0	0	0	0
Gm6286	0	0	0	0
Gm6291	0	0	0	0
Gm6305	0	0	0	0
Gm6309	0	0	0	0
Gm6311	0	0	0	0
Gm6312	0	0	0	0
Gm6313	0	0	0	0
Gm6316	0	0	0	0
Gm6317	0	0	0	0
Gm6321	0	0	0	0
Gm6322	0	0	0	0
Gm6325	0	0	0	0
Gm6329	0	0	0	0
Gm6330	0	0	0	0
Gm6332	0	0	0	0
Gm6333	0	0	0	0
Gm6337	0	0	0	0
Gm6342	0	0	0	0
Gm6345	0	0	0	0
Gm6346	0	0	0	0
Gm6348	0	0	0	0
Gm6352	0	0	0	0
Gm6353	0	0	0	0
Gm6362	0	0	0	0
Gm6366	0	0	0	0
Gm6368	0	0	0	0
Gm6370	0	0	0	0
Gm6373	0	0	0	0
Gm6375	0	0	0	0
Gm6376	0	0	0	0
Gm6377	0	0	0	0
Gm6378	0	0	0	0
Gm6386	0	0	0	0
Gm6392	0	0	0	0
Gm6394	0	0	0	0
Gm6401	0	0	0	0
Gm6408	0	0	0	0
Gm6411	0	0	0	0
Gm6416	0	0	0	0
Gm6418	0	0	0	0
Gm6423	0	0	0	0
Gm6426	0	0	0	0
Gm6427	0	0	0	0
Gm6438	0	0	0	0
Gm6440	0	0	0	0
Gm6443	0	0	0	0
Gm6446	0	0	0	0
Gm6450	0	0	0	0
Gm6451	0	0	0	0
Gm6452	0	0	0	0
Gm6462	0	0	0	0
Gm6463	0	0	0	0
Gm6473	0	0	0	0
Gm6479	0	0	0	0
Gm6480	0	0	0	0
Gm6482	0	0	0	0
Gm6483	0	0	0	0
Gm6493	0	0	0	0
Gm6494	0	0	0	0
Gm6496	0	0	0	0
Gm6501	0	0	0	0
Gm6503	0	0	0	0
Gm6506	0	0	0	0
Gm6510	0	0	0	0
Gm6518	0	0	0	0
Gm6520	0	0	0	0
Gm6522	0	0	0	0
Gm6524	0	0	0	0
Gm6526	0	0	0	0
Gm6533	0	0	0	0
Gm6543	0	0	0	0
Gm6546	0	0	0	0
Gm6550	0	0	0	0
Gm6552	0	0	0	0
Gm6553	0	0	0	0
Gm6554	0	0	0	0
Gm6555	0	0	0	0
Gm6558	0	0	0	0
Gm6559	0	0	0	0
Gm6562	0	0	0	0
Gm6564	0	0	0	0
Gm6566	0	0	0	0
Gm6567	0	0	0	0
Gm6569	0	0	0	0
Gm6576	0	0	0	0
Gm6578	0	0	0	0
Gm6586	0	0	0	0
Gm6587	0	0	0	0
Gm6590	0	0	0	0
Gm6593	0	0	0	0
Gm6599	0	0	0	0
Gm6600	0	0	0	0
Gm6602	0	0	0	0
Gm6615	0	0	0	0
Gm6618	0	0	0	0
Gm6619	0	0	0	0
Gm6620	0	0	0	0
Gm6621	0	0	0	0
Gm6627	0	50.97	0	0
Gm6630	0	0	0	0
Gm6631	0	0	0	0
Gm6632	0	0	0	0
Gm6639	0	0	0	0
Gm6640	0	0	0	0
Gm6643	0	0	0	0
Gm6649	0	0	0	0
Gm6651	0	0	0	0
Gm6652	0	0	0	0
Gm6653	0	0	0	0
Gm6658	0	0	0	0
Gm6664	0	0	0	0
Gm6667	0	0	0	0
Gm6669	0	0	0	0
Gm6676	0	0	0	0
Gm6677	0	0	0	0
Gm6679	0	0	0	0
Gm6681	0	0	0	0
Gm6682	98.75	0	0	0
Gm6686	0	0	0	0
Gm6689	0	0	0	0
Gm6693	0	0	0	0
Gm6705	0	0	0	0
Gm6710	0	0	0	0
Gm6712	0	0	0	54
Gm6727	0	0	0	0
Gm6728	0	0	0	0
Gm6729	0	0	0	0
Gm6733	0	0	0	0
Gm6734	0	0	0	0
Gm6740	0	0	0	0
Gm6745	0	0	0	0
Gm6751	0	0	0	0
Gm6756	0	0	0	0
Gm6757	0	0	0	0
Gm6760	0	0	0	0
Gm6764	0	0	0	0
Gm6771	0	0	0	0
Gm6773	0	0	0	0
Gm6783	0	0	0	0
Gm6786	0	0	0	0
Gm6787	0	0	0	0
Gm6794	0	0	0	0
Gm6796	0	0	0	0
Gm6798	0	0	0	0
Gm6801	0	0	0	0
Gm6807	0	0	0	0
Gm6808	0	0	0	0
Gm6811	0	0	0	0
Gm6812	0	0	0	0
Gm6813	0	0	0	0
Gm6815	0	0	0	0
Gm6819	0	0	0	0
Gm6823	0	0	0	0
Gm6847	0	0	0	0
Gm6853	0	0	0	0
Gm6855	0	0	0	0
Gm6859	0	0	0	0
Gm6863	0	0	0	0
Gm6866	0	0	0	0
Gm6867	0	0	0	0
Gm6871	0	0	0	0
Gm6872	0	0	0	0
Gm6878	0	0	0	0
Gm6881	0	0	0	0
Gm6882	0	0	0	0
Gm6883	0	0	0	0
Gm6884	0	0	0	0
Gm6902	0	0	0	0
Gm6903	0	0	0	0
Gm6905	0	0	0	0
Gm6906	0	0	0	0
Gm6912	0	0	0	0
Gm6914	0	0	0	0
Gm6919	0	0	0	0
Gm6929	0	0	0	0
Gm6931	0	0	0	0
Gm6937	0	0	0	0
Gm6938	0	0	0	0
Gm6942	0	0	0	0
Gm6944	0	0	0	0
Gm6946	0	0	0	0
Gm6951	0	0	0	0
Gm6961	0	0	0	0
Gm6964	0	0	0	0
Gm6967	0	0	0	0
Gm6974	0	0	0	0
Gm6978	0	0	0	0
Gm6979	0	0	0	0
Gm6982	0	0	0	0
Gm6983	0	0	0	0
Gm6986	0	0	0	0
Gm6987	0	0	0	0
Gm6988	0	0	0	0
Gm6989	0	0	0	0
Gm6991	0	0	0	0
Gm6993	0	0	0	0
Gm6994	0	0	0	0
Gm6995	0	0	0	0
Gm6997	0	0	0	0
Gm7001	0	0	0	0
Gm7002	0	0	0	0
Gm7004	0	0	0	0
Gm7008	0	0	0	0
Gm7019	0	0	0	0
Gm7023	0	0	0	0
Gm7027	0	0	0	0
Gm7043	0	0	0	0
Gm7046	0	0	0	0
Gm7047	0	0	0	0
Gm7048	0	0	0	0
Gm7052	0	0	0	0
Gm7054	0	0	0	0
Gm7058	0	0	0	0
Gm7059	0	0	0	0
Gm7065	0	0	0	0
Gm7067	0	0	0	0
Gm7069	0	0	0	0
Gm7072	0	0	0	0
Gm7073	0	0	0	0
Gm7082	0	0	0	0
Gm7084	0	0	0	0
Gm7085	0	0	0	0
Gm7086	0	0	0	0
Gm7089	0	0	0	0
Gm7091	0	0	0	0
Gm7103	0	0	0	0
Gm7106	0	0	0	0
Gm7113	0	0	0	0
Gm7114	0	0	0	0
Gm7117	0	0	0	0
Gm7118	0	0	0	0
Gm7119	0	0	0	0
Gm7126	0	0	0	0
Gm7129	0	0	0	0
Gm7132	0	0	0	0
Gm7133	0	0	0	0
Gm7134	0	0	0	0
Gm7135	0	0	0	0
Gm7142	0	0	0	0
Gm7143	0	0	0	0
Gm7146	0	0	0	0
Gm715	0	0	0	0
Gm7150	0	0	0	0
Gm7151	0	0	0	0
Gm7155	0	0	0	0
Gm7158	0	0	0	0
Gm7160	0	104.56	0	0
Gm7162	0	0	0	0
Gm7168	0	0	0	0
Gm7177	0	0	0	0
