	SRR7685881_control_Rep2	SRR7685880_control_Rep1	SRR7685879_treated_Rep2	SRR7685878_treated_Rep1
Lrrc4b	0	0	0	0
Lrrc4c	0	0	0	0
Lrrc51	0	0	0	0
Lrrc52	0	0	0	0
Lrrc55	0	0	0	0
Lrrc56	0	0	0	0
Lrrc57	0	0	0	0
Lrrc58	2	2	2	2
Lrrc59	3	4	5	4
Lrrc61	0	0	0	1
Lrrc63	0	0	0	0
Lrrc66	0	0	0	0
Lrrc69	0	0	0	0
Lrrc7	0	0	0	0
Lrrc70	0	0	0	0
Lrrc71	0	0	0	0
Lrrc72	0	0	0	0
Lrrc73	0	0	0	0
Lrrc74a	0	0	0	0
Lrrc74b	0	0	0	0
Lrrc75a	0	0	0	0
Lrrc75b	0	0	0	0
Lrrc8a	1	1	0	1
Lrrc8b	1	1	0	0
Lrrc8c	0	0	0	0
Lrrc8d	0	0	0	1
Lrrc8e	0	0	0	0
Lrrc9	0	0	0	0
Lrrcc1	0	0	0	0
Lrrd1	0	0	0	0
Lrrfip1	1	0	3	0
Lrrfip2	2	2	0	0
Lrriq1	0	0	0	0
Lrriq3	0	1	0	0
Lrriq4	0	0	0	0
Lrrk1	0	0	0	0
Lrrk2	0	0	0	1
Lrrn1	0	0	0	0
Lrrn2	0	0	0	0
Lrrn3	0	0	0	0
Lrrn4	1	0	0	0
Lrrn4cl	1	0	0	0
Lrrtm1	0	0	0	0
Lrrtm2	0	0	0	0
Lrrtm3	0	0	0	0
Lrrtm4	0	0	0	0
Lrsam1	0	0	0	0
Lrtm1	0	0	0	0
Lrtm2	0	0	0	0
Lrwd1	1	0	1	2
Lsamp	0	0	0	0
Lsg1	0	0	1	0
Lsm1	0	0	0	0
Lsm10	0	0	0	0
Lsm11	1	0	1	1
Lsm12	3	1	3	2
Lsm14a	1	3	3	3
Lsm14b	0	1	0	0
Lsm2	0	0	1	0
Lsm3	0	0	0	0
Lsm4	1	0	0	0
Lsm5	0	0	1	0
Lsm6	1	0	0	1
Lsm7	1	0	0	0
Lsm8	0	2	1	1
Lsmem1	0	0	0	0
Lsmem2	0	0	0	0
Lsp1	0	0	0	0
Lsr	0	1	0	0
Lss	0	0	1	0
Lst1	0	0	0	0
Lta	0	0	0	0
Lta4h	1	0	1	1
Ltb	0	0	0	0
Ltb4r1	0	0	0	0
Ltb4r2	0	0	0	0
Ltbp1	0	0	0	0
Ltbp2	1	0	0	0
Ltbp3	0	1	1	0
Ltbp4	1	0	0	1
Ltbr	0	1	1	0
Ltc4s	0	0	0	0
Ltf	0	0	0	0
Ltk	0	0	0	0
Ltn1	1	4	3	2
Ltv1	1	0	0	2
Luc7l	4	2	6	4
Luc7l2	3	2	1	2
Luc7l3	4	1	4	3
Lum	0	0	0	0
Lurap1	0	0	0	0
Lurap1l	0	0	0	0
Luzp1	3	3	7	1
Luzp2	0	0	0	0
Luzp4	0	0	0	0
Lvrn	0	0	0	0
Lxn	1	0	1	0
Ly6a	0	0	0	0
Ly6a2	0	0	0	0
Ly6c1	0	0	0	0
Ly6c2	0	0	0	0
Ly6d	0	0	0	0
Ly6e	1	0	0	1
Ly6f	0	0	0	0
Ly6g	0	0	0	0
Ly6g2	0	0	0	0
Ly6g5b	0	0	0	0
Ly6g5c	0	0	0	0
Ly6g6c	0	0	1	0
Ly6g6d	0	0	0	0
Ly6g6e	0	0	0	0
Ly6g6f	0	0	0	0
Ly6g6g	0	0	0	0
Ly6h	0	0	0	0
Ly6i	0	0	0	0
Ly6k	0	0	0	0
Ly6l	0	0	0	0
Ly6m	0	0	0	0
Ly75	0	0	0	0
Ly86	0	0	0	0
Ly9	0	0	0	0
Ly96	0	0	0	0
Lyar	0	0	5	1
Lyg1	0	0	0	0
Lyg2	0	0	0	0
Lyl1	0	0	0	0
Lyn	1	1	0	0
Lynx1	0	0	0	0
Lypd1	0	0	0	0
Lypd10	0	0	0	0
Lypd11	0	0	0	0
Lypd2	0	0	0	0
Lypd3	0	0	0	0
Lypd4	0	0	0	0
Lypd5	0	0	0	0
Lypd6	0	1	0	0
Lypd6b	0	0	0	0
Lypd8	0	0	0	0
Lypd8l	0	0	0	0
Lypd9	0	0	0	0
Lypla1	0	0	1	2
Lypla2	1	1	0	0
Lyplal1	0	0	1	0
Lyrm1	0	0	0	0
Lyrm2	0	0	0	0
Lyrm4	0	0	0	0
Lyrm7	0	0	1	0
Lyrm7os	0	0	0	0
Lyrm9	1	0	1	0
Lyset	0	0	0	0
Lysmd1	0	0	0	0
Lysmd2	0	0	0	0
Lysmd3	0	0	0	0
Lysmd4	0	0	0	0
Lyst	0	0	0	0
Lyve1	0	0	0	0
Lyz1	0	0	0	0
Lyz2	0	0	0	0
Lyz3	0	0	0	0
Lyzl1	0	0	0	0
Lyzl4	0	0	0	0
Lyzl4os	0	0	0	0
Lyzl6	0	0	0	0
Lzic	0	0	0	0
Lztfl1	1	0	1	0
Lztr1	0	1	0	0
Lzts1	0	0	0	0
Lzts2	0	1	0	1
Lzts3	0	0	0	1
M1ap	0	0	0	0
M5C1000I18Rik	0	0	0	0
M6pr	2	0	1	2
Mab21l1	0	0	0	0
Mab21l2	0	0	0	0
Mab21l3	0	0	0	0
Mab21l4	0	0	0	0
Macc1	0	0	0	0
Macf1	8	9	6	10
Macir	0	0	1	0
Maco1	1	0	1	0
Macrod1	0	0	0	0
Macrod2	0	0	0	0
Macroh2a1	1	2	2	1
Macroh2a2	0	0	0	0
Mad1l1	1	1	0	0
Mad2l1	0	1	0	1
Mad2l1bp	0	1	0	1
Mad2l2	0	0	1	0
Madcam1	0	0	0	0
Madd	1	1	1	0
Maea	1	1	1	1
Mael	0	0	0	0
Maf	0	0	0	0
Maf1	2	0	0	0
Mafa	0	0	0	0
Mafb	0	0	0	0
Maff	1	0	0	0
Mafg	3	0	2	1
Mafk	2	0	0	1
Mag	0	0	0	0
Magea1	0	0	0	0
Magea10	0	0	0	0
Magea13	0	0	0	0
Magea14	0	0	0	0
Magea2	0	0	0	0
Magea3	0	0	0	0
Magea4	0	0	0	0
Magea5	0	0	0	0
Magea6	0	0	0	0
Magea8	0	0	0	0
Magea9	0	0	0	1
Mageb1	0	0	0	0
Mageb11	0	0	0	0
Mageb16	0	0	0	0
Mageb17-ps	0	0	0	0
Mageb18	0	0	0	0
Mageb2	0	0	0	0
Mageb3	0	0	0	0
Mageb4	0	0	0	0
Mageb5	0	0	0	0
Mageb5b	0	0	0	0
Mageb6b1	0	0	0	0
Mageb6b2	0	0	0	0
Mageb7-ps	0	0	0	0
Mageb8-ps	0	0	0	0
Magec2	0	0	0	0
Maged1	2	0	1	0
Maged2	0	2	0	0
Magee1	0	0	0	0
Magee2	0	0	0	0
Magef1	0	0	0	0
Mageh1	0	0	0	0
Magel2	0	0	0	0
Magi1	0	1	0	0
Magi2	0	0	0	0
Magi3	0	0	1	0
Magix	0	0	0	0
Magoh	1	0	1	0
Magohb	0	0	0	0
Magt1	0	1	0	1
Maip1	0	0	1	0
Majin	0	0	0	0
Mak	1	0	0	0
Mak16	2	1	2	2
Mal	0	0	0	0
Mal2	0	0	0	0
Malat1	77	61	68	38
Mall	0	0	0	0
Malrd1	0	0	0	0
Malsu1	1	0	0	0
Malt1	0	1	0	0
Mamdc2	0	0	0	0
Mamdc4	0	0	0	0
Maml1	0	0	1	0
Maml2	0	0	0	0
Maml3	0	0	0	0
Mamld1	0	0	0	0
Mamstr	0	0	0	0
Man1a	1	0	0	2
Man1a2	3	1	1	2
Man1b1	0	0	1	1
Man1c1	0	2	0	1
Man2a1	1	5	3	1
Man2a2	1	0	1	0
Man2b1	2	1	2	0
Man2b2	0	0	1	0
Man2c1	0	1	0	0
Man2c1os	0	0	0	0
Manba	1	3	0	0
Manbal	1	1	0	2
Manea	0	0	0	0
Maneal	0	0	0	0
Manf	0	0	0	0
Mannr	0	0	0	0
Mansc1	0	0	0	0
Mansc4	0	0	0	0
Maoa	0	0	0	0
Maob	0	0	0	0
Map10	0	0	0	0
Map1a	0	0	0	0
Map1b	0	1	3	4
Map1lc3a	0	1	0	0
Map1lc3b	0	0	1	1
Map1s	1	1	0	0
Map2	1	0	1	0
Map2k1	1	2	4	3
Map2k2	1	1	2	1
Map2k3	1	1	0	2
Map2k3os	0	0	0	0
Map2k4	3	1	3	0
Map2k5	1	0	0	0
Map2k6	0	0	0	0
Map2k7	0	0	0	0
Map3k1	1	2	1	1
Map3k10	0	0	0	0
Map3k11	0	0	0	1
Map3k12	0	0	1	0
Map3k13	1	0	0	0
Map3k14	0	0	0	0
Map3k15	0	0	1	0
Map3k19	0	0	0	0
Map3k2	0	2	0	3
Map3k20	0	1	2	2
Map3k21	0	0	0	0
Map3k3	1	0	1	0
Map3k4	3	1	0	3
Map3k5	0	0	1	2
Map3k6	0	0	0	0
Map3k7	2	1	2	4
Map3k7cl	0	0	0	0
Map3k8	0	0	0	0
Map3k9	0	0	0	0
Map4	3	2	1	7
Map4k1	0	0	1	0
Map4k2	1	1	0	0
Map4k3	2	0	0	0
Map4k4	1	9	6	6
Map4k5	5	0	2	3
Map6	0	0	0	0
Map6d1	0	0	0	0
Map7	1	1	1	1
Map7d1	0	1	4	1
Map7d2	0	0	0	0
Map7d3	0	0	0	0
Map9	0	0	1	0
Mapk1	5	4	5	4
Mapk10	0	0	0	1
Mapk11	0	0	0	0
Mapk12	0	0	0	0
Mapk13	0	0	0	0
Mapk14	1	2	2	1
Mapk15	0	0	0	0
Mapk1ip1	0	0	0	0
Mapk1ip1l	2	1	8	1
Mapk3	0	0	0	0
Mapk4	0	0	0	0
Mapk6	2	1	2	1
Mapk7	0	0	0	0
Mapk8	0	1	1	0
Mapk8ip1	0	0	0	0
Mapk8ip2	0	0	0	0
Mapk8ip3	1	0	3	0
Mapk9	2	1	1	2
Mapkap1	2	0	1	0
Mapkapk2	1	1	2	1
Mapkapk3	1	0	2	1
Mapkapk5	0	0	0	0
Mapkbp1	0	0	0	0
Mapre1	2	1	1	0
Mapre2	0	0	0	0
Mapre3	0	1	0	0
Mapt	0	1	0	1
Marchf1	0	0	0	0
Marchf10	0	0	0	0
Marchf11	0	0	0	0
Marchf2	0	0	0	0
Marchf3	0	0	0	0
Marchf4	0	0	0	0
Marchf5	2	0	1	1
Marchf6	4	2	0	4
Marchf7	5	1	1	2
Marchf8	0	0	1	1
Marchf9	0	0	0	0
Marcks	3	1	2	1
Marcksl1	4	2	4	4
Marco	0	0	0	0
Marf1	0	5	1	1
Mark1	1	0	0	0
Mark2	1	3	0	1
Mark3	2	3	3	2
Mark4	1	0	0	1
Mars1	1	3	5	1
Mars2	0	2	0	0
Marveld1	0	1	0	0
Marveld2	0	0	1	0
Marveld3	1	0	0	0
Mas1	0	0	0	0
Masp1	0	0	0	0
Masp2	0	0	0	0
Mast1	0	0	0	0
Mast2	3	2	2	2
Mast3	2	0	0	0
Mast4	1	0	0	1
Mastl	0	0	1	1
Mat1a	0	0	0	0
Mat2a	1	2	2	4
Mat2b	1	1	1	2
Matcap1	0	0	0	0
Matcap2	0	0	0	0
Matk	0	0	0	0
Matn1	0	0	0	0
Matn2	0	0	0	0
Matn3	0	0	0	0
Matn4	0	0	0	0
Matr3	5	3	3	1
Mau2	1	1	1	0
Mavs	0	0	1	1
Max	1	2	1	0
Maz	0	0	0	2
Mb	0	0	0	0
Mb21d2	0	1	1	0
Mbd1	1	0	2	0
Mbd2	1	1	0	0
Mbd3	0	3	0	0
Mbd3l1	0	0	0	0
Mbd3l2	0	0	0	0
Mbd4	1	0	0	1
Mbd5	1	1	1	1
Mbd6	0	0	0	0
Mbip	0	0	0	1
Mbl1	0	0	0	0
Mbl2	0	0	0	0
Mblac1	0	0	0	0
Mblac2	0	0	0	0
Mbnl1	0	0	0	0
Mbnl2	2	4	2	2
Mbnl3	0	0	0	0
Mboat1	0	1	0	0
Mboat2	0	0	0	0
Mboat4	0	0	0	0
Mboat7	2	1	0	1
Mbp	2	0	3	0
Mbtd1	0	2	1	4
Mbtps1	8	4	4	2
Mbtps2	1	0	0	0
Mc1r	0	0	0	0
Mc2r	0	0	0	0
Mc3r	0	0	0	0
Mc4r	0	0	0	0
Mc5r	0	0	0	0
Mcam	0	0	0	0
Mcat	0	1	0	0
Mcc	0	0	0	0
Mccc1	1	0	1	0
Mccc1os	0	0	0	0
Mccc2	0	0	0	0
Mcee	0	0	0	0
Mcemp1	0	0	0	0
Mcf2	0	0	0	0
Mcf2l	0	0	0	0
Mcfd2	0	1	0	1
Mchr1	0	0	0	0
Mcidas	0	0	0	0
Mcl1	1	4	1	2
Mcm10	3	1	1	1
Mcm2	3	3	1	1
Mcm3	5	1	2	0
Mcm3ap	1	0	0	0
Mcm4	1	3	3	2
Mcm5	3	2	4	2
Mcm6	3	3	1	4
Mcm7	1	1	3	1
Mcm8	1	0	0	0
Mcm9	0	0	0	0
Mcmbp	0	2	4	0
Mcmdc2	0	0	0	0
Mcoln1	3	0	0	1
Mcoln2	0	0	0	0
Mcoln3	0	0	0	0
Mcph1	0	0	1	0
Mcpt-ps1	0	0	0	0
Mcpt1	0	0	0	0
Mcpt2	0	0	0	0
Mcpt4	0	0	0	0
Mcpt8	0	0	0	0
Mcpt9	0	0	0	0
Mcrip1	0	0	1	0
Mcrip2	1	0	0	0
Mcrs1	0	0	1	1
Mctp1	0	0	0	0
Mctp2	0	0	0	1
Mcts1	0	0	0	0
Mcts2	0	0	0	0
Mcu	0	0	0	0
Mcub	0	0	0	0
Mcur1	1	0	0	0
Mdc1	1	0	4	1
Mdfi	0	0	0	1
Mdfic	1	0	0	0
Mdfic2	0	0	0	0
Mdga1	0	0	0	0
Mdga2	0	0	0	0
Mdh1	1	3	1	0
Mdh1b	0	0	0	0
Mdh2	2	1	2	1
Mdk	0	0	1	1
Mdm1	0	0	0	0
Mdm2	2	8	4	4
Mdm4	0	2	3	1
Mdn1	7	7	6	7
Mdp1	0	0	0	1
Mdrl	0	0	0	0
Me1	0	0	0	0
Me2	0	2	2	1
Me3	0	0	0	0
Mea1	1	0	0	0
Meaf6	0	0	0	0
Meak7	0	0	0	0
Mecom	0	0	0	0
Mecp2	1	1	0	0
Mecr	0	0	0	0
Med1	3	3	4	3
Med10	0	2	0	0
Med11	0	0	1	0
Med12	0	1	1	3
Med12l	1	0	0	0
Med13	6	7	9	4
Med13l	1	3	2	4
Med14	0	0	0	0
Med15	1	1	2	0
Med16	1	0	1	1
Med17	1	1	0	2
Med18	0	0	0	1
Med19	0	1	2	1
Med20	0	2	1	0
Med21	0	0	1	0
Med22	1	0	0	0
Med23	1	1	2	0
Med24	0	2	1	0
Med25	2	0	0	2
Med26	0	1	1	1
Med27	0	1	0	0
Med28	0	0	0	1
Med29	0	0	0	0
Med30	0	1	0	0
Med31	0	0	0	0
Med4	0	0	1	0
Med6	0	0	0	0
Med7	0	1	0	0
Med8	0	0	1	1
Med9	0	1	0	0
Med9os	0	0	0	0
Medag	0	0	0	0
Mef2a	0	0	1	1
Mef2b	0	0	0	0
Mef2c	0	0	0	0
Mef2d	1	4	2	1
Mefv	0	0	0	0
Meg3	2	0	1	0
Megf10	0	0	0	0
Megf11	0	0	0	0
Megf6	0	0	0	0
Megf8	2	2	1	0
Megf9	0	0	0	0
Mei1	0	0	0	0
Mei4	0	0	0	0
Meig1	0	0	0	0
Meikin	0	0	0	0
Meiob	0	0	0	0
Meioc	0	0	0	0
Meiosin	0	0	0	0
Meis1	1	2	0	0
Meis2	0	0	0	0
Meis3	0	0	0	0
Melk	1	1	1	0
Meltf	0	0	0	0
Memo1	1	1	1	1
Men1	2	0	1	1
Meox1	0	0	0	0
Meox2	0	0	0	0
Mep1a	0	0	0	0
Mep1b	0	0	0	0
Mepce	0	0	0	0
Mepe	0	0	0	0
Mertk	0	0	1	1
Mesd	0	1	1	1
Mesp1	0	0	0	0
Mesp2	0	0	0	0
Mest	0	0	0	0
Met	0	0	2	0
Metap1	3	1	4	0
Metap1d	0	0	1	0
Metap2	1	2	2	3
Methig1	0	0	0	0
Metrn	0	0	0	0
Metrnl	0	0	0	0
Mettl1	0	0	0	0
Mettl13	0	0	1	0
Mettl14	0	1	1	0
Mettl15	0	1	0	1
Mettl16	1	1	0	0
Mettl17	0	0	0	0
Mettl18	0	1	0	0
Mettl2	1	0	0	2
Mettl21a	0	1	1	0
Mettl21c	0	0	0	0
Mettl21e	0	0	0	0
Mettl22	0	0	0	0
Mettl23	0	0	0	0
Mettl24	0	0	0	0
Mettl25	0	0	0	0
Mettl25b	0	0	2	0
Mettl26	0	0	0	2
Mettl27	0	1	1	0
Mettl3	1	0	0	0
Mettl4	0	2	1	1
Mettl4-ps1	0	0	0	0
Mettl5	0	0	0	1
Mettl6	0	2	0	1
Mettl8	0	0	1	0
Mettl9	1	1	0	0
Mex3a	0	0	0	0
Mex3b	3	0	1	0
Mex3c	1	0	1	0
Mex3d	0	0	1	1
Mexis	0	0	0	0
Mfap1a	0	0	0	0
Mfap1b	0	0	0	0
Mfap2	0	0	0	0
Mfap3	2	0	1	1
Mfap3l	0	0	0	0
Mfap4	0	0	0	0
Mfap5	0	0	0	0
Mff	1	3	0	1
Mfge8	1	4	1	2
Mfhas1	2	0	0	1
Mfn1	1	0	0	1
Mfn2	0	1	0	0
Mfng	0	0	0	0
Mfrp	0	0	0	0
Mfsd1	2	2	2	1
Mfsd10	0	0	1	0
Mfsd11	0	0	0	0
Mfsd12	2	1	0	2
Mfsd13a	1	1	2	1
Mfsd13b	0	0	0	0
Mfsd14a	0	1	1	1
Mfsd14b	2	2	1	0
Mfsd2a	0	0	0	0
Mfsd2b	0	0	0	0
Mfsd3	1	0	0	0
Mfsd4a	0	0	0	0
Mfsd4b1	0	0	0	0
Mfsd4b2	0	0	0	0
Mfsd4b3-ps	0	0	0	0
Mfsd4b4	0	0	1	0
Mfsd4b5	0	0	0	0
Mfsd5	0	0	0	0
Mfsd6	0	0	0	0
Mfsd6l	0	0	0	0
Mfsd8	0	0	0	0
Mfsd9	0	0	0	0
Mga	1	5	2	5
Mgam	0	0	0	0
Mgarp	0	0	0	0
Mgat1	1	0	0	1
Mgat2	0	1	1	2
Mgat3	0	0	0	0
Mgat4a	1	0	0	0
Mgat4b	3	1	2	2
Mgat4c	0	0	0	0
Mgat4d	0	0	0	0
Mgat4e	0	0	0	0
Mgat4f	0	0	0	0
Mgat5	2	0	2	0
Mgat5b	0	0	0	0
Mgl2	0	0	0	0
Mgll	0	0	0	0
Mgme1	0	0	1	0
Mgmt	0	0	1	1
Mgp	1	0	0	0
Mgrn1	1	1	1	2
Mgst1	0	0	0	0
Mgst2	0	0	0	0
Mgst3	0	0	0	0
Mhrt	0	0	0	0
Mia	0	0	0	0
Mia2	2	0	2	1
Mia3	1	4	0	2
Miat	0	0	0	0
Mib1	3	1	2	2
Mib2	0	0	0	0
Mical1	0	0	0	0
Mical2	1	0	0	0
Mical3	2	0	1	1
Micall1	0	0	2	0
Micall2	0	0	0	0
Micos10	3	1	0	1
Micos13	1	1	0	0
Micu1	0	0	0	0
Micu2	0	0	0	0
Micu3	1	0	0	0
Mid1	0	0	0	0
Mid1-ps1	0	0	0	0
Mid1ip1	0	0	0	0
Mid2	0	0	0	0
Mideas	2	0	1	0
Midn	1	1	1	0
Mief1	1	2	1	0
Mief2	0	0	0	0
Mien1	0	0	0	1
Mier1	2	1	2	1
Mier2	0	0	0	0
Mier3	1	0	0	1
Mif	1	1	1	0
Mif4gd	0	0	1	1
Miga1	0	1	0	2
Miga2	0	0	0	0
Miip	0	0	0	0
Mill1	0	0	0	0
Mill2	0	0	0	0
Milr1	0	0	0	0
Minar1	0	0	0	0
Minar2	0	0	0	0
Mindy1	0	0	0	0
Mindy2	1	0	0	0
Mindy3	1	0	0	0
Mindy4	0	0	0	0
Mindy4b-ps	0	0	0	0
Mink1	2	0	4	0
Minpp1	0	0	0	1
Mios	1	0	1	1
Miox	0	0	0	0
Mip	0	0	0	0
Mipep	0	0	0	0
Mipol1	1	0	1	0
Mir100	0	0	0	0
Mir100hg	0	0	0	0
Mir101a	0	0	0	0
Mir101b	0	0	0	0
Mir101c	0	0	0	0
Mir103-1	0	0	0	0
Mir103-2	0	0	0	0
Mir105	0	0	0	0
Mir106a	0	0	0	0
Mir106b	0	0	0	0
Mir107	0	0	0	0
Mir10a	0	0	0	0
Mir10b	0	0	0	0
Mir1187	0	0	0	0
Mir1188	0	0	0	0
Mir1190	0	0	0	0
Mir1191	0	0	0	0
Mir1191b	0	0	0	0
Mir1192	0	0	0	1
Mir1193	0	0	0	0
Mir1195	0	0	0	0
Mir1197	0	0	0	0
Mir1198	0	0	0	0
Mir1199	0	0	0	0
Mir122	0	0	0	0
Mir1224	0	0	0	0
Mir1231	0	0	0	0
Mir124-2hg	0	0	0	0
Mir1247	0	0	0	0
Mir1249	0	0	0	0
Mir124a-1	0	0	0	0
Mir124a-1hg	0	0	0	0
Mir124a-2	0	0	0	0
Mir124a-3	0	0	0	0
Mir1251	0	0	0	0
Mir1258	0	0	0	0
Mir125a	0	0	0	0
Mir125b-1	0	0	0	0
Mir125b-2	0	0	0	0
Mir1264	0	0	0	0
Mir126a	0	0	0	0
Mir126b	0	0	0	0
Mir127	0	0	0	0
Mir128-1	0	0	0	0
Mir128-2	0	0	0	0
Mir129-1	0	0	0	0
Mir129-2	0	0	0	0
Mir1291	0	0	0	0
Mir1298	0	0	0	0
Mir129b	0	0	0	0
Mir1306	0	0	0	0
Mir130a	0	0	0	0
Mir130b	0	0	0	0
Mir130c	0	0	0	0
Mir132	0	0	0	0
Mir133a-1	0	0	0	0
Mir133a-2	0	0	0	0
Mir133b	0	0	0	0
Mir133c	0	0	0	0
Mir134	0	0	0	0
Mir135a-1	0	0	0	0
Mir135a-2	0	0	0	0
Mir135b	0	0	0	0
Mir136	0	0	0	0
Mir137	0	0	0	0
Mir138-1	0	0	0	0
Mir138-2	0	0	0	0
Mir139	0	0	0	0
Mir140	0	0	0	0
Mir141	0	0	0	0
Mir142	0	0	0	0
Mir142b	0	0	0	0
Mir143	0	0	0	0
Mir144	0	0	0	0
Mir145a	0	0	0	0
Mir145b	0	0	0	0
Mir146	0	0	0	0
Mir146b	0	0	0	0
Mir147	0	0	0	0
Mir148a	0	0	0	0
Mir148b	0	0	0	0
Mir149	0	0	0	0
Mir150	0	0	0	0
Mir151	0	0	0	0
Mir152	0	0	0	0
Mir153	0	0	0	0
Mir154	0	0	0	0
Mir155	0	0	0	0
Mir155hg	0	0	0	0
Mir15a	0	0	0	0
Mir15b	0	0	0	0
Mir16-1	0	0	0	0
Mir16-2	0	0	0	0
Mir1668	0	0	0	0
Mir17	0	0	0	0
Mir18	0	0	0	0
Mir181a-1	0	0	0	0
Mir181a-2	0	0	0	0
Mir181b-1	0	0	0	0
Mir181b-2	0	0	0	0
Mir181c	0	0	0	0
Mir181d	0	0	0	0
Mir182	0	0	0	0
Mir183	0	0	0	0
Mir1839	0	0	0	0
Mir184	0	0	0	0
Mir1843a	0	0	0	0
Mir1843b	0	0	0	0
Mir185	0	0	0	0
Mir186	0	0	0	0
Mir187	0	0	0	0
Mir188	0	0	0	0
Mir1892	0	0	0	0
Mir1893	0	0	0	0
Mir1894	0	0	0	0
Mir1895	0	0	0	0
Mir1896	0	0	0	0
Mir1897	0	0	0	0
Mir1898	0	0	0	0
Mir1899	0	0	0	0
Mir18b	0	0	0	0
Mir1900	0	0	0	0
Mir1901	0	0	0	0
Mir1902	0	0	0	0
Mir1903	0	0	0	0
Mir1904	0	0	0	0
Mir1905	0	0	0	0
Mir1906-1	0	0	0	0
Mir1906-2	0	0	0	0
Mir1907	0	0	0	0
Mir190a	0	0	0	0
Mir190b	0	0	0	0
Mir191	0	0	0	0
Mir1912	0	0	0	0
Mir192	0	0	0	0
Mir1927	0	0	0	0
Mir1928	0	0	0	0
Mir1929	0	0	0	0
Mir1930	0	0	0	0
Mir1931	0	0	0	0
Mir1932	0	0	0	0
Mir1933	0	0	0	0
Mir1934	0	0	0	0
Mir1936	0	0	0	0
Mir1938	0	0	0	0
Mir193a	0	0	0	0
Mir193b	0	0	0	0
Mir194-1	0	0	0	0
Mir194-2	0	0	0	0
Mir1941	0	0	0	0
Mir1942	0	0	0	0
Mir1943	0	0	0	0
Mir1945	0	0	0	0
Mir1946a	0	0	0	0
Mir1946b	0	0	0	0
Mir1947	0	0	0	0
Mir1948	0	0	0	0
Mir1949	0	0	0	0
Mir1950	0	0	0	0
Mir1951	0	0	0	0
Mir1952	0	0	0	0
Mir1953	0	0	0	0
Mir1954	0	0	0	0
Mir1955	0	0	0	0
Mir1956	0	0	0	0
Mir1958	0	0	0	0
Mir195a	0	0	0	0
Mir195b	0	0	0	0
Mir1960	0	0	0	0
Mir1961	0	0	0	0
Mir1962	0	0	0	0
Mir1963	0	0	0	0
Mir1964	0	0	0	0
Mir1966	0	0	0	0
Mir1967	0	0	0	0
Mir1968	0	0	0	0
Mir1969	0	0	0	0
Mir196a-1	0	0	0	0
Mir196a-2	0	0	0	0
Mir196b	0	0	0	0
Mir1970	0	0	0	0
Mir1971	0	0	0	0
Mir1981	0	0	0	0
Mir1982	0	0	0	0
Mir1983	0	0	0	0
Mir199a-1	0	0	0	0
Mir199a-2	0	0	0	0
Mir199b	0	0	0	0
Mir19a	0	0	0	0
Mir19b-1	0	0	0	0
Mir19b-2	0	0	0	0
Mir1a-1	0	0	0	0
Mir1a-2	0	0	0	0
Mir1b	0	0	0	0
Mir200a	0	0	0	0
Mir200b	0	0	0	0
Mir200c	0	0	0	0
Mir201	0	0	0	0
Mir202	0	0	0	0
Mir203	0	0	0	0
Mir204	0	0	0	0
Mir205	0	0	0	0
Mir206	0	0	0	0
Mir207	0	0	0	0
Mir208a	0	0	0	0
Mir208b	0	0	0	0
Mir20a	0	0	0	0
Mir20b	0	0	0	0
Mir210	0	0	0	0
Mir211	0	0	0	0
Mir212	0	0	0	0
Mir2136	0	0	0	0
Mir2137	0	0	0	0
Mir2139	0	0	0	0
Mir214	0	0	0	0
Mir215	0	0	0	0
Mir216a	0	0	0	0
Mir216b	0	0	0	0
Mir216c	0	0	0	0
Mir217	0	0	0	0
Mir218-1	0	0	0	0
Mir218-2	0	0	0	0
Mir219a-1	0	0	0	0
Mir219a-2	0	0	0	0
Mir219b	0	0	0	0
Mir219c	0	0	0	0
Mir21a	0	0	0	0
Mir21b	0	0	0	0
Mir21c	0	0	0	0
Mir22	0	0	0	0
Mir221	0	0	0	0
Mir222	0	0	0	0
Mir223	0	0	0	0
Mir223hg	0	0	0	0
Mir224	0	0	0	0
Mir22hg	0	1	0	0
Mir23a	0	0	0	0
Mir23b	0	0	0	0
Mir24-1	0	0	0	0
Mir24-2	0	0	0	0
Mir25	0	0	0	0
Mir26a-1	0	0	0	0
Mir26a-2	0	0	0	0
Mir26b	0	0	0	0
Mir27a	0	0	0	0
Mir27b	0	0	0	0
Mir2861	0	0	0	0
Mir28a	0	0	0	0
Mir28b	0	0	0	0
Mir28c	0	0	0	0
Mir290a	1	0	0	0
Mir290b	0	0	0	0
Mir291a	0	0	0	0
Mir291b	0	1	0	0
Mir292	0	0	0	0
Mir292b	0	0	0	0
Mir293	0	0	0	0
Mir294	0	0	0	0
Mir295	0	0	0	0
Mir296	0	0	0	0
Mir297-1	0	0	0	0
Mir297a-2	0	0	0	0
Mir297a-3	0	0	0	0
Mir297a-4	0	0	0	0
Mir297b	0	0	0	0
Mir297c	0	0	0	0
Mir298	0	0	0	0
Mir299a	0	0	0	0
Mir299b	0	0	0	0
Mir29a	0	0	0	0
Mir29b-1	0	0	0	0
Mir29b-2	0	0	0	0
Mir29c	0	0	0	0
Mir300	0	0	0	0
Mir301	0	0	0	0
Mir301b	0	0	0	0
Mir302a	0	0	0	0
Mir302b	0	0	0	0
